IncumplimientoPago,UsoCreditoDisponible,EdadCliente,Retrasos30_59Dias,PorcentajeDeDeuda,IngresoMensual,LineasCreditoActivas,Retrasos90DiasOMas,PrestamosInmobiliarios,Retrasos60_89Dias,CantidadDependientes
1,0.448835365,52,0,0.120117598,50000.0,13,0,2,0,2.0
1,0.209494224,25,0,0.326076439,6200.0,7,0,1,0,0.0
1,0.123269407,55,1,0.295467585,12200.0,16,0,1,0,0.0
0,0.136577643,64,0,0.253762873,11360.0,8,0,2,0,0.0
1,0.9999999,26,4,0.10789383,2900.0,7,0,0,6,0.0
0,0.146248471,32,0,0.318988002,3833.0,2,0,1,0,1.0
0,0.031635479,56,0,0.261375523,7647.0,6,0,1,0,1.0
1,0.9999999,58,0,0.003552972,3095.0,0,2,0,0,2.0
0,0.765997804,60,0,0.484505165,3000.0,5,0,0,0,0.0
0,0.008776216,64,0,0.341296027,7576.0,27,0,1,0,0.0
1,0.883068265,47,0,0.292557332,16700.0,8,0,2,1,2.0
1,0.9999999,56,2,0.131934277,6146.0,6,1,0,1,0.0
1,0.289104052,55,3,0.344992159,14666.0,19,0,1,0,1.0
1,0.960939236,49,0,0.492620732,11450.0,13,0,5,0,1.0
0,0.974007426,30,0,0.265123619,1900.0,5,0,0,0,0.0
0,0.26215763,23,0,387.0,,8,0,0,0,
1,0.548682969,62,0,0.574062165,4664.0,12,0,2,0,0.0
0,0.794220578,69,0,0.737511353,1100.0,8,0,0,0,0.0
0,0.400999503,69,0,0.087215486,4700.0,5,1,0,0,1.0
1,0.863052782,59,2,0.390243902,1598.0,7,1,0,1,0.0
1,0.953770145,53,0,0.558055243,8000.0,15,0,2,0,0.0
0,0.172126596,26,0,0.793017456,400.0,4,0,0,0,0.0
0,1.000832639,41,0,78.0,,4,0,0,0,0.0
1,0.9999999,46,0,0.0,,0,0,0,0,5.0
0,0.453153425,58,0,0.336540275,5300.0,11,0,0,0,0.0
1,0.813249988,43,1,0.558669964,10916.0,17,0,3,0,4.0
0,0.119842466,47,0,0.255822461,8200.0,4,0,1,0,2.0
0,0.635298869,45,0,0.351865399,4100.0,9,0,0,0,2.0
1,0.778443114,21,0,0.010989011,1000.0,1,0,0,0,0.0
0,0.0,67,0,0.003413802,4100.0,9,0,0,0,0.0
0,0.186654084,62,0,0.312131771,15784.0,13,0,3,0,2.0
0,0.012182249,39,1,0.259710452,5663.0,11,0,2,0,2.0
1,1.024325225,64,1,1.418986438,1400.0,7,1,1,0,0.0
0,0.9999999,82,0,0.0,,0,0,0,0,0.0
1,0.577600659,47,0,1.035519639,5320.0,14,0,3,0,1.0
0,0.326048654,63,0,0.308132695,12750.0,8,0,2,0,1.0
0,0.67019415,36,0,0.441725862,3800.0,17,0,1,0,0.0
1,0.9999999,51,1,0.58696105,4800.0,3,1,2,0,0.0
0,0.062781739,31,0,0.200153817,5200.0,5,0,1,0,3.0
1,0.377637497,31,1,1.378232387,8700.0,13,0,6,4,2.0
0,0.001589505,70,0,454.0,,8,0,0,0,0.0
1,0.467536126,40,0,0.388768539,6000.0,8,0,2,0,0.0
1,1.021223471,31,1,0.151198763,2585.0,7,1,0,0,1.0
1,0.985446062,27,1,0.342783505,2715.0,4,0,0,0,0.0
0,0.125315353,62,0,0.030904408,6600.0,8,1,0,0,1.0
1,1.013278277,35,0,0.987538941,7703.0,27,0,6,0,1.0
1,0.898679617,62,0,1.108325596,3230.0,20,0,2,0,0.0
0,1.029910443,31,1,355.0,,3,0,0,0,0.0
0,0.093871041,66,0,1288.0,1.0,20,0,1,0,0.0
0,1.003951623,41,1,0.197740113,2300.0,4,0,0,0,2.0
0,0.84162416,44,0,0.433349778,10134.0,14,0,2,0,0.0
1,0.9999999,30,0,0.237504998,2500.0,1,1,1,0,2.0
1,0.9999999,68,1,0.308165661,24700.0,5,0,2,0,0.0
1,0.052535903,30,0,349.0,,10,0,0,0,1.0
0,0.579348344,26,0,0.152268761,4583.0,8,0,0,0,0.0
1,0.941346501,31,0,0.324421389,2505.0,5,0,0,0,0.0
0,0.406644075,46,0,2420.0,,3,0,2,0,0.0
1,0.169713343,34,0,0.238420849,7750.0,5,0,1,0,2.0
1,0.892388101,57,0,0.497158014,7916.0,8,0,1,1,1.0
0,0.818444541,48,0,0.345812893,11618.0,8,0,2,0,3.0
1,0.03512061,78,2,1567.0,,9,0,1,2,0.0
0,1.812967581,23,0,41.0,,0,2,0,0,0.0
0,0.343953788,64,0,0.276180955,4000.0,9,0,1,0,0.0
1,0.967919352,39,1,4373.0,,13,0,2,2,0.0
0,0.009005753,57,0,1361.0,,7,0,1,0,0.0
1,1.233532934,28,0,0.105543828,9000.0,3,0,0,0,0.0
1,0.820224719,32,1,0.169961372,4400.0,4,4,0,1,3.0
1,0.9999999,22,98,0.0,800.0,0,98,0,98,0.0
0,0.396056808,66,0,0.577280305,4198.0,10,0,2,0,0.0
1,0.105863138,63,0,0.146549622,4100.0,9,0,0,0,0.0
0,0.101898102,25,0,0.001998668,1500.0,1,0,0,0,1.0
0,0.013532882,42,0,0.014394242,2500.0,1,0,0,0,0.0
1,0.039865824,57,3,0.070738121,27000.0,15,0,0,0,0.0
0,0.337637817,56,0,0.28711368,20416.0,16,0,2,0,3.0
0,0.75751783,33,1,0.346750417,7800.0,11,0,1,0,0.0
0,0.101643013,35,0,0.43647647,5800.0,8,0,1,0,0.0
0,0.018628039,69,0,597.0,,12,0,0,0,0.0
1,0.9999999,52,0,0.178956835,3335.0,1,1,0,0,2.0
1,0.96310369,60,0,0.123908878,4696.0,11,0,0,0,0.0
0,0.658201327,63,0,0.524534687,6500.0,8,0,1,0,1.0
1,0.824701195,33,3,0.118051084,4658.0,4,0,0,0,2.0
1,1.214694369,32,1,249.0,,8,2,0,3,0.0
1,0.533716932,26,1,0.197786505,2800.0,5,0,0,0,0.0
1,0.495367295,40,0,0.982463644,2337.0,18,0,1,0,3.0
1,0.981118104,44,1,7148.0,,10,0,3,2,0.0
1,0.747833815,33,0,1528.0,,6,0,1,0,1.0
0,0.082098632,70,0,0.01613973,9045.0,5,0,0,0,0.0
1,0.688084748,29,0,0.744127936,2000.0,15,0,0,0,1.0
0,0.019621091,40,0,0.192389594,10800.0,9,0,2,0,1.0
0,0.203220348,62,0,0.092508798,5966.0,4,0,1,0,1.0
0,0.9999999,28,0,0.148740504,2500.0,1,0,0,0,0.0
1,0.987202559,67,3,0.651219512,2869.0,3,1,1,0,0.0
0,0.543009147,57,0,0.582279616,11150.0,17,0,4,0,0.0
1,0.72051242,29,0,0.114680946,2240.0,6,3,0,0,1.0
0,1.1328619,63,1,0.649960223,15083.0,19,0,2,0,1.0
1,0.133522538,42,0,1.556912826,1800.0,9,0,2,0,0.0
1,0.9999999,49,0,200.0,,0,0,0,0,0.0
0,0.48410106,34,0,0.342573438,4833.0,3,0,1,0,3.0
0,0.611865678,72,0,0.04578345,7600.0,3,0,1,0,0.0
1,0.9999999,33,1,0.059668853,3200.0,1,0,0,0,0.0
1,1.174021649,42,1,0.251629726,2300.0,6,1,0,0,0.0
1,0.736716797,49,4,0.181509342,8241.0,5,0,0,1,1.0
0,0.609144079,39,0,3656.0,,7,0,2,0,3.0
0,0.073499619,76,0,672.0,,7,0,1,0,0.0
0,0.205720168,48,1,0.269781045,12650.0,11,0,4,0,0.0
0,0.078384159,44,0,1664.0,0.0,9,0,1,0,2.0
1,0.406576316,54,2,0.661658031,3859.0,7,1,1,0,2.0
1,0.904023994,41,1,0.043582294,5850.0,5,0,0,0,0.0
1,0.881839898,41,0,0.525756824,10074.0,7,0,2,0,3.0
0,0.186340747,36,2,0.305166098,7916.0,9,0,1,0,2.0
1,0.9999999,59,1,0.02610386,3600.0,0,2,0,0,0.0
1,0.041801496,55,5,1.316818485,4500.0,17,1,3,0,2.0
0,0.315068493,47,1,0.710822294,4000.0,11,0,2,0,3.0
0,0.52645984,63,0,0.337765081,9100.0,14,0,1,0,0.0
0,0.997678986,47,0,0.231683542,15900.0,13,0,1,0,0.0
1,0.019279214,79,2,0.378515757,2950.0,13,1,0,1,0.0
0,0.0,33,0,0.238212526,2841.0,9,0,0,0,0.0
0,0.0,39,0,15.0,,1,0,0,0,0.0
0,0.037584197,49,0,0.857035741,4000.0,15,0,2,0,1.0
0,0.015405594,72,1,0.005266128,5316.0,5,0,0,0,0.0
0,0.000780462,42,0,0.0,3600.0,6,0,0,0,1.0
0,0.191480852,55,0,0.054466518,7600.0,3,0,0,0,3.0
0,0.494789762,54,0,0.620442708,1535.0,11,0,1,0,0.0
1,0.768463074,36,0,0.066838046,3500.0,6,1,0,1,3.0
0,0.9999999,31,0,0.725854829,3333.0,2,0,2,0,0.0
1,12.46274697,59,3,0.714788732,7667.0,9,1,1,2,0.0
1,0.096733575,24,0,0.049977283,2200.0,5,0,0,0,0.0
1,0.9999999,36,0,0.014963298,3541.0,0,1,0,0,3.0
0,0.9999999,32,0,0.0,3000.0,0,0,0,0,0.0
1,0.401532612,53,0,0.439246866,20500.0,22,0,5,0,1.0
1,0.9999999,62,0,1460.0,,1,0,1,1,
0,0.987002606,62,0,2945.0,,11,0,1,0,1.0
0,0.367388373,55,0,0.868377208,3000.0,14,0,1,0,2.0
0,0.185013059,56,1,0.64405085,7000.0,19,0,3,0,1.0
1,0.796083882,36,0,0.41814893,9950.0,15,0,0,0,0.0
0,0.059547362,61,0,0.370277394,7966.0,16,0,2,0,0.0
0,0.111541026,60,0,0.187466667,3749.0,12,0,0,0,0.0
0,0.862117235,68,1,1.045709537,4812.0,13,0,1,0,0.0
1,0.4436475,56,2,0.846727856,13400.0,19,0,6,0,1.0
0,0.076468958,78,0,0.127601586,4035.0,8,0,0,0,0.0
1,0.0,28,1,0.424143964,4000.0,8,6,1,1,0.0
0,0.775755449,41,2,0.503012434,7800.0,11,0,2,0,0.0
1,0.779295208,51,2,0.188103781,7245.0,7,1,0,1,3.0
0,0.376621234,70,0,0.188021853,9700.0,10,0,2,0,0.0
1,0.529187377,61,0,0.261280735,3700.0,13,0,0,0,0.0
0,0.427511899,41,0,0.680709817,7832.0,19,0,2,0,3.0
0,0.527923147,59,0,0.31505295,10575.0,8,0,2,2,3.0
1,0.673496148,41,0,0.234379339,3600.0,4,0,0,0,2.0
0,0.023616273,57,0,0.00734355,6263.0,4,0,0,0,1.0
0,0.002492269,68,0,4120.0,,14,0,3,0,0.0
1,0.885670657,54,3,1.027919544,3330.0,15,0,2,0,2.0
0,0.057231227,59,0,0.376905774,4000.0,6,0,1,0,2.0
1,0.9999999,34,1,0.272484417,2245.0,2,0,0,0,1.0
0,0.767420885,57,4,0.993761996,4167.0,16,0,1,1,0.0
1,1.01349775,30,3,0.30743013,4400.0,10,0,0,0,0.0
0,0.078933183,74,0,0.524047355,5405.0,18,0,1,0,0.0
1,0.676928671,41,1,0.449091818,6000.0,11,0,2,0,1.0
1,0.673519334,58,0,0.607913669,1111.0,5,0,0,0,0.0
1,0.9999999,48,1,0.26296065,1600.0,1,0,0,0,0.0
1,0.883100296,42,3,0.46178887,6450.0,7,1,1,1,0.0
0,0.035452698,65,0,0.116895262,6415.0,10,0,1,0,1.0
0,0.028809363,88,0,0.004531985,5736.0,2,0,0,0,0.0
1,1.228506141,30,0,0.31884058,2000.0,6,0,0,0,0.0
1,0.148284391,57,0,0.10953589,6700.0,9,0,0,0,0.0
0,0.000737966,60,0,0.481833699,4100.0,34,0,2,0,0.0
0,1.005853183,64,0,0.652478952,2137.0,8,0,1,0,0.0
1,0.411383105,29,0,0.802093245,1050.0,10,0,0,0,0.0
0,0.280168565,70,0,0.254248584,3000.0,2,0,1,0,1.0
1,0.658544156,53,0,0.951917573,5240.0,17,0,4,1,1.0
0,0.062127734,74,0,0.663205711,4622.0,14,0,2,0,0.0
0,0.96863535,57,0,0.24537037,4535.0,7,0,1,0,0.0
1,0.482462819,58,1,0.554579035,7850.0,14,1,2,0,1.0
1,0.992781788,29,1,108.0,,3,2,0,1,0.0
1,0.827283945,46,0,0.58060245,3020.0,5,0,2,0,3.0
1,0.932005787,60,1,0.567599762,10073.0,17,0,3,0,0.0
0,0.503966402,39,0,0.945621751,2500.0,11,0,2,0,1.0
0,0.642383723,52,0,0.42289606,6166.0,10,0,1,0,2.0
1,1.153996101,47,0,0.182623366,9483.0,8,1,0,1,2.0
1,0.879424115,36,1,0.379405149,4000.0,3,1,1,1,1.0
0,0.571714143,34,0,0.239890959,2200.0,6,0,0,0,2.0
0,0.0,34,0,0.0,1000.0,1,0,0,0,0.0
1,0.9999999,52,1,0.086784201,7316.0,2,0,0,0,0.0
0,0.9999999,64,0,395.0,,1,0,0,1,0.0
1,0.048368954,53,0,0.390905355,7300.0,9,2,1,0,2.0
1,0.9999999,61,1,0.034893993,6791.0,1,2,0,1,3.0
0,0.591541406,54,10,0.298233922,3000.0,12,0,0,0,0.0
1,0.05278174,42,4,0.339457568,8000.0,5,0,1,0,2.0
1,1.179640719,26,0,0.029990628,3200.0,2,2,0,0,3.0
0,0.064228029,70,0,0.233862204,4600.0,12,0,1,0,0.0
1,0.540899301,37,1,1068.0,,11,0,0,0,0.0
1,0.203434903,28,4,0.448946947,3750.0,10,0,1,1,2.0
1,0.033303593,51,0,1.82818749,6250.0,26,0,7,0,3.0
0,0.012661006,65,0,0.174239177,4665.0,15,0,0,0,1.0
0,0.409276659,55,0,0.498561841,7300.0,11,0,2,0,0.0
1,0.9999999,29,0,0.075434439,2531.0,2,2,0,0,1.0
1,0.386038373,28,1,0.186232505,3500.0,7,0,0,0,0.0
1,0.0,77,0,0.0,5000.0,3,0,0,0,0.0
0,0.046835276,37,0,0.40925538,5250.0,8,0,2,0,0.0
1,0.082706844,70,0,2966.0,,24,0,2,0,0.0
1,1.07053263,55,2,194.0,,2,2,0,0,2.0
1,0.9999999,24,98,0.0,1100.0,0,98,0,98,0.0
1,0.812702146,53,2,1221.0,,6,1,1,0,0.0
0,0.539538403,42,0,0.96629053,7000.0,9,4,3,1,1.0
0,0.418995805,49,0,0.583132871,7066.0,11,0,1,0,3.0
1,0.97031226,28,0,0.227908836,2500.0,8,0,0,0,1.0
1,0.057206038,56,0,0.493456389,13218.0,10,0,5,0,1.0
1,0.9999999,39,0,0.246419817,7750.0,1,1,1,1,2.0
0,0.119012095,67,0,0.354366603,4167.0,6,0,2,0,0.0
0,0.00489018,75,0,7.0,,5,0,0,0,0.0
1,0.9999999,32,0,0.136772645,5000.0,2,2,0,0,1.0
1,0.0,27,1,0.113863864,3995.0,3,0,0,0,2.0
0,0.277256573,58,0,0.464229115,8833.0,12,0,1,0,2.0
1,0.589584001,62,2,0.438641942,7333.0,12,0,1,0,0.0
1,0.830564784,52,0,7.0,,2,0,0,0,
0,0.048762596,69,0,0.224727273,1374.0,9,0,0,1,2.0
0,0.000571347,27,1,0.014394242,2500.0,4,0,0,0,0.0
1,0.296209078,53,0,0.438146463,4833.0,15,0,2,0,1.0
0,0.577829738,59,0,0.365795918,12249.0,13,0,2,0,0.0
1,0.9999999,42,0,0.0,,0,0,0,0,2.0
0,0.690524754,42,0,0.119888011,10000.0,5,0,0,0,2.0
1,0.9999999,48,0,0.539697354,15000.0,12,0,5,0,0.0
1,0.9999999,25,0,0.020815987,1200.0,1,1,0,0,0.0
0,0.021643483,46,0,1.67706334,2083.0,11,0,2,0,0.0
1,0.733190176,30,1,0.345134875,4151.0,13,0,0,0,0.0
0,3.875122911,32,3,0.907618476,5000.0,12,1,2,2,2.0
0,0.478041757,32,1,1.005621487,1600.0,10,0,0,0,0.0
1,0.303393214,39,0,0.140892824,5308.0,4,0,0,0,0.0
1,0.742673993,31,2,2909.0,,7,0,1,0,0.0
1,0.454534629,44,0,1.075231192,4000.0,8,0,1,0,4.0
1,0.951351048,54,1,0.141169854,5333.0,9,0,0,0,4.0
0,0.687687496,32,0,0.369941615,9933.0,9,0,2,0,3.0
1,0.120540834,58,0,0.277908721,14000.0,13,0,2,0,2.0
1,0.789605197,27,0,607.0,,2,0,0,0,0.0
0,0.023798413,41,0,0.14244065,2400.0,3,0,0,0,0.0
1,0.0,70,1,678.0,,12,0,0,0,
0,0.02089411,39,0,0.313425947,21666.0,11,0,2,0,4.0
1,0.350679254,55,3,6429.0,,17,0,4,0,0.0
1,0.9999999,30,0,0.024180423,4300.0,7,1,0,0,1.0
0,0.9999999,49,1,0.0,2036.0,0,0,0,0,0.0
1,0.352073303,54,0,0.907241911,3244.0,18,0,2,0,3.0
0,0.162534894,76,0,135.0,,9,0,0,0,
1,0.9999999,31,0,0.197782705,2254.0,2,0,0,0,1.0
0,0.922738279,62,0,0.27870698,12435.0,15,0,2,0,0.0
1,0.004684987,40,0,0.01509849,10000.0,3,0,0,0,2.0
1,0.62296035,46,4,0.704227993,10666.0,18,0,13,0,1.0
0,0.017943805,62,0,0.094749093,14606.0,10,0,1,0,0.0
1,1.114867321,54,1,0.47891284,3200.0,12,2,1,2,2.0
1,0.950683106,48,0,0.477848647,5800.0,7,0,2,0,2.0
0,0.017364592,64,0,2530.0,,11,0,3,0,1.0
1,0.9999999,36,0,0.012699788,60000.0,2,2,0,0,0.0
0,1.099800399,26,0,0.188801639,2928.0,7,0,0,0,0.0
0,0.905760918,37,2,0.120297148,8345.0,15,0,0,0,0.0
0,0.141323912,36,0,0.567266495,3500.0,5,0,2,0,2.0
0,0.333729142,46,0,3893.0,,5,0,1,0,0.0
1,0.274483678,24,0,0.004402054,2725.0,2,0,0,0,0.0
0,0.069578401,50,0,1274.0,,5,0,1,0,0.0
1,0.9999999,44,0,0.466583385,1600.0,2,3,1,0,1.0
1,0.9999999,60,1,0.248418248,6005.0,1,6,0,4,0.0
1,0.879388428,31,0,1.16073645,4833.0,15,0,2,0,2.0
1,0.881546372,43,4,0.814891914,6244.0,10,0,2,0,1.0
1,0.983708568,60,1,0.578915572,6620.0,16,0,1,2,0.0
1,0.9999999,35,1,0.127567255,3456.0,1,0,0,0,5.0
1,1.20829476,45,1,0.153419843,7397.0,8,4,0,6,1.0
0,0.268224393,58,0,1.466542255,3750.0,6,0,3,0,0.0
1,0.304242395,69,1,0.163043478,5703.0,6,0,0,0,1.0
0,0.006063581,58,0,1512.0,,21,0,1,0,0.0
1,0.9999999,26,1,0.034607438,1935.0,1,3,0,0,2.0
1,0.9999999,62,0,53.0,,0,0,0,0,0.0
1,1.390320884,50,4,769.0,,7,2,0,2,0.0
1,0.9999999,33,0,0.30696995,4791.0,5,0,2,0,0.0
1,0.01599615,71,1,22.0,,11,1,0,0,0.0
1,0.786172507,38,0,5227.0,,19,0,2,0,3.0
0,0.392151962,48,0,0.199220019,3076.0,2,0,0,0,2.0
1,0.566691357,45,2,0.758058739,5583.0,8,0,2,0,1.0
1,0.921647907,44,0,2075.0,,11,0,1,1,0.0
1,0.061301627,40,1,0.854557641,4475.0,9,0,2,0,4.0
0,0.09177997,52,0,0.189902125,8377.0,9,0,1,0,4.0
0,0.015926694,86,0,13.0,,6,0,0,0,
1,0.392607393,29,1,0.150616461,3000.0,2,0,0,0,2.0
1,1.282392027,25,1,0.221094599,2758.0,4,2,0,1,2.0
1,0.813567903,27,0,0.078807242,2816.0,3,0,0,0,0.0
1,0.972342552,35,1,0.042860703,4012.0,4,0,0,2,1.0
1,0.353796976,40,1,0.404633844,4833.0,11,0,2,0,0.0
1,0.802417179,58,1,668.0,,5,1,0,0,0.0
1,0.25109956,44,1,0.207404868,5833.0,5,1,1,0,0.0
1,0.459882028,58,3,1.181818182,4300.0,10,1,2,3,0.0
0,7.25e-05,69,0,0.379888268,3400.0,13,0,1,0,0.0
0,0.0,50,0,3245.0,,8,1,1,0,0.0
1,1.005988024,26,2,158.0,,2,1,0,0,0.0
1,0.270755895,48,0,0.322512077,5174.0,10,0,1,0,1.0
1,0.9999999,76,3,1.774193548,650.0,4,1,0,0,1.0
0,0.035867323,55,0,0.261746406,4660.0,4,0,1,0,0.0
1,0.617025827,26,0,0.160912815,3417.0,5,0,0,0,0.0
0,0.125535684,47,0,0.717047159,6000.0,8,0,2,0,3.0
1,0.867236974,38,2,0.162799472,5300.0,8,0,0,0,0.0
1,1.062839189,28,2,0.424242424,2903.0,5,0,0,0,1.0
0,0.157373458,44,1,0.283277789,5100.0,10,0,1,0,2.0
1,0.269461078,34,0,0.230915728,6300.0,5,0,0,3,4.0
1,1.00259536,35,3,0.834675101,3477.0,9,2,2,0,2.0
1,0.845254328,46,0,0.549279249,5965.0,14,0,1,0,0.0
1,0.449885905,51,5,0.170237122,6114.0,9,1,1,0,1.0
0,0.040120166,58,0,0.400134801,4450.0,16,0,2,0,1.0
0,0.0,62,0,3221.0,,9,0,1,0,0.0
1,0.996379934,41,0,0.291991005,5780.0,5,4,1,2,2.0
1,0.9999999,28,0,0.603132289,3000.0,6,1,0,0,2.0
0,0.524284836,46,0,3898.0,,10,0,1,0,0.0
1,1.158218126,70,2,0.382465544,2611.0,6,0,0,1,0.0
1,0.9999999,21,98,0.0,2300.0,0,98,0,98,0.0
0,0.207222886,74,0,0.686578355,4000.0,23,0,2,0,1.0
1,0.276482345,57,0,915.0,0.0,4,1,1,0,0.0
1,1.078921079,35,0,0.338314867,3880.0,9,0,0,0,2.0
0,0.099447281,35,0,0.022158911,3158.0,3,0,0,0,1.0
0,0.067915858,51,0,0.332888934,9750.0,16,0,2,0,3.0
0,0.0,50,0,0.378817014,13000.0,6,0,2,0,4.0
0,0.042534634,38,0,0.24735053,5000.0,6,0,1,0,0.0
1,0.513582881,49,1,2.30620985,1400.0,16,0,1,0,0.0
0,0.264200952,43,0,2754.0,,3,0,1,0,0.0
1,0.549382386,29,1,0.370044997,14000.0,12,1,1,0,0.0
1,0.9999999,42,2,679.0,,1,0,0,0,1.0
1,0.9999999,47,2,0.247244314,7166.0,5,0,1,0,0.0
0,0.422974785,37,0,1730.0,0.0,6,0,1,0,0.0
1,0.982543641,44,1,737.0,,3,1,0,1,0.0
1,0.879710814,42,1,0.161299809,6800.0,5,0,0,1,2.0
0,0.9999999,25,0,0.365122616,1100.0,5,0,0,0,0.0
1,0.435892353,62,2,24466.0,,25,0,15,0,
1,0.964603399,51,1,586.0,,10,0,0,0,
1,5.214380826,26,0,0.704073789,1300.0,7,0,0,0,0.0
0,1.009480641,81,0,0.66392286,4251.0,23,0,2,0,0.0
1,0.328029965,52,1,17.52481777,2880.0,14,0,1,0,0.0
0,0.004342609,57,0,0.564849624,2127.0,3,0,1,0,0.0
1,0.972809113,47,0,0.99140172,5000.0,10,0,2,0,0.0
0,0.021524611,49,0,0.336984872,5750.0,10,0,2,0,3.0
0,0.9999999,30,0,1.07928048,1500.0,4,0,1,0,2.0
1,0.802810558,41,3,0.561797753,9166.0,11,0,1,1,1.0
0,0.436770882,62,0,0.463327745,4771.0,9,0,2,0,0.0
1,0.07023025,66,0,0.352905932,1668.0,21,0,0,0,0.0
0,0.757073113,59,0,0.154073103,6100.0,5,0,0,0,1.0
1,0.314585453,55,1,0.029542769,11000.0,9,2,0,1,0.0
1,0.9999999,27,0,0.029799427,1744.0,1,0,0,0,1.0
0,0.250058634,56,1,0.748991405,5700.0,19,0,2,0,0.0
0,0.260567717,47,0,0.106366658,11732.0,12,0,2,1,2.0
0,0.071940882,26,0,0.111968009,3500.0,2,0,0,0,0.0
1,0.801410106,49,1,0.071451154,3162.0,1,4,0,1,0.0
0,0.621251085,86,0,0.249392944,7000.0,11,0,0,1,0.0
0,0.070660522,45,0,1387.0,,3,0,1,0,0.0
1,0.9999999,30,98,0.0,2200.0,0,98,0,98,0.0
0,0.076483788,68,0,0.174243258,9084.0,11,0,1,0,4.0
0,0.005713544,37,0,0.71968733,5500.0,6,0,2,0,2.0
1,0.9999999,63,2,0.600337268,3557.0,10,0,2,0,0.0
1,0.091958002,88,3,0.328722093,7300.0,10,2,1,1,0.0
0,0.0,56,0,0.0,,3,0,0,0,0.0
0,0.236746279,52,0,0.647117627,3000.0,11,0,1,0,4.0
1,0.870302137,37,1,0.506873773,5600.0,5,4,1,0,4.0
1,0.9999999,34,3,0.308774528,2700.0,6,2,0,2,2.0
1,0.0,37,0,1.113954418,2500.0,9,0,2,1,0.0
0,0.026946302,45,0,0.215652671,3500.0,10,0,1,0,1.0
0,0.848006333,30,0,0.121632728,10950.0,5,0,0,0,0.0
0,0.512280482,41,0,0.480875956,6666.0,7,0,1,0,2.0
1,0.967110493,46,1,0.444327177,3789.0,7,2,1,1,1.0
1,0.156623272,43,2,0.863917526,2424.0,11,2,1,1,3.0
0,0.055088819,39,0,0.30842164,3585.0,14,0,1,0,0.0
0,0.130187534,43,0,0.701224662,4735.0,8,0,1,0,3.0
1,1.677857714,51,0,1.058661417,2539.0,9,4,2,5,0.0
0,0.159743884,38,0,0.153102605,18000.0,12,0,1,0,2.0
1,0.9999999,44,0,0.24235153,5000.0,8,7,0,0,4.0
1,0.9999999,48,2,0.219304773,9406.0,3,4,1,0,3.0
1,0.9999999,54,0,0.621786065,10189.0,8,0,1,1,0.0
0,0.094577124,50,0,0.297460701,10750.0,14,0,1,0,2.0
0,0.700236321,33,1,0.116387005,2800.0,6,0,0,0,0.0
0,1.02456087,46,2,0.211413748,4625.0,9,0,0,0,1.0
0,0.003597353,46,0,0.159693687,5353.0,10,0,1,0,0.0
1,0.225789202,69,6,32843.0,,26,0,5,0,0.0
1,0.9999999,34,1,0.894105894,1000.0,1,0,1,0,3.0
0,0.784187048,73,0,0.489528242,4726.0,7,0,0,0,0.0
0,0.0,42,0,0.259313014,6200.0,4,0,1,0,3.0
1,0.004354711,46,0,0.165148398,6805.0,4,0,1,0,2.0
0,0.487158975,79,1,3560.0,,20,0,3,0,0.0
0,0.045125132,42,0,0.006260325,11500.0,6,0,1,0,2.0
1,0.892215569,53,1,0.834977339,3750.0,6,0,1,0,1.0
0,0.230562018,42,0,0.402649338,4000.0,8,0,1,0,2.0
0,0.413721961,58,1,0.384524559,12703.0,17,0,2,0,0.0
1,0.619591259,76,0,0.39610065,6000.0,12,0,1,1,2.0
1,0.71314741,34,1,0.026140441,1950.0,2,0,0,0,1.0
1,0.056133303,66,0,200.0,,9,0,0,0,0.0
1,1.112706781,51,1,0.219969659,7250.0,5,0,2,0,0.0
0,0.9999999,53,1,0.068295391,1800.0,3,1,0,0,1.0
0,0.0,55,0,0.352353186,2400.0,4,0,0,0,1.0
0,0.216769912,35,0,0.337066293,10000.0,15,0,2,0,3.0
1,0.0,84,0,0.158381899,2916.0,9,0,1,0,0.0
1,0.931206879,44,2,0.84107946,2000.0,3,0,0,2,2.0
1,0.507029494,55,0,1.162945685,3000.0,13,0,1,0,2.0
0,0.11425397,60,0,1.167466575,5833.0,10,0,1,0,0.0
0,0.013618938,37,0,0.349051244,8800.0,9,0,2,0,3.0
1,0.673065387,56,1,0.511131849,7500.0,9,0,2,0,4.0
1,0.311880534,35,2,0.726420987,1600.0,11,2,0,1,2.0
1,0.123562661,63,4,1.273573522,5800.0,17,0,3,0,1.0
1,1.008506531,58,3,3265.0,,20,0,0,1,0.0
1,1.418326693,39,2,586.0,,2,0,0,0,4.0
1,0.9999999,46,1,3791.0,,3,6,1,0,0.0
1,0.270273021,47,0,0.793859649,2735.0,15,0,2,0,3.0
1,0.501964186,56,1,6191.0,,13,0,2,1,0.0
1,0.9999999,53,2,0.041739565,4000.0,1,0,0,0,1.0
0,0.350164984,40,0,0.560058594,2047.0,5,0,1,0,5.0
1,0.9999999,56,3,0.817197134,6000.0,5,1,2,0,1.0
0,0.0,56,0,0.00409959,10000.0,20,0,0,0,1.0
1,0.684470008,27,2,0.166733147,2506.0,6,0,0,0,0.0
1,0.804859529,67,3,0.202059394,6700.0,8,0,0,0,0.0
1,0.378180636,49,2,0.429494411,9750.0,18,1,2,0,2.0
1,1.025906147,72,0,3948.0,,8,2,3,1,0.0
